nmId;rating;text
684264302;5;"Цвет, стойкость, текстура, цена Мне так понравился тональный крем, я даже не ожидала. Много лет я пользовалась тональный муссом, а тут на него взлетела цена, а по адекватной цене доставка месяц, и я взяла этот крем ненадолго, пока жду доставку. Но когда я попробовала, решила, что мусс мне, пожалуй, уже и не нужен))  Отлично лежит на лице, оттенок для моей очень бледной кожи подошёл идеально. Перекрывает достойно, не маска, но и просвечивают разве что веснушки, а покраснений и тд не видно. Держится весь день. Корректор на него ложится лучше, чем на мусс. Действительно матовое покрытие, не припудриваю сверху. Шелушения подчёркивает, как и большинство тональников, но решается это увлажнением. Кожа чувствует себя отлично, никаких высыпаний. Нет неприятного запаха от крема. Удобный флакон, не надо в него лезть пальцами. Расход небольшой, 1 нажатия достаточно. Буду теперь брать постоянно! Рекомендую."
684264302;5;"Очень плотный, не жирный Его больше надо чем привыкла"
684264302;5;"Никогда не пользовалась тональным кремом ,взяла и не пожелала"
684264302;4;"Пришел целый, хорошо упакованный товар. Тон ровный, быстро высыхает Немного присутствует рыжий оттенок в тоне 1 (светло бежевый)"
684264302;5;"Я в начале 1 штук взяла оочень понравилось.А потом 4 штучки саказала для подарок для для девочек которые с мной работает им тоже оочень понравилось.Закончится ещё закажим не дорогой но очень хороший спасибо😘"
684264302;5;"Очень понравился тон , взяла 02, мешаю со светлым, так больше нравится оттенок. Запах сначала непонятный, потом норм. Кожа и правда матовая после него."
684264302;5;"Вполне приличный и намного дешевле распаренных брендов. Плотная текстура и хорошо маскирует несовершенства. Мне понравился. Буду пользоваться."
684264302;5;"Отличный тональный крем,беру уже второй раз.Мягкий,сатиновый.Тон точно сливается с кожей ,без эффекта маски.Естественный макияж получается.Супер👍 Все ок Идеальный тональный крем за приятную цену.Рекомендую .100 из 100👍"
684264302;5;"Очень хорошо качество"
684264302;5;"Отличный товар. Флакон целый, в заводской упаковке. Тон подошёл идеально Минусов нет Долго искала бюджетный вариант хорошего тонального тона. Рекомендую"
684264302;1;"Вообще не стоит покупать"
684264302;5;"Замечательный тональник  Супер  За такую цену."
684264302;5;"Хорошая упаковка, быстро пришло"
684264302;5;"Удобный дозатор, объём хороший. Хорошо ложится на лице."
684264302;1;"Отвратительный просто , запах ужасный , желтит"
684264302;5;"Матовый как и обещали Цвет будто темноват,что то между 01 и 02 Упаковка хорошая"
684264302;5;"Очень хороший тональный крем, на лице вообще не ощущается, сам бренд тоже нравиться"
684264302;5;"Невесомая текстура.Плотная,но ложиться не маской.Хорошо распределяется.Подстраиваеться под цвет кожи.Приятный нейтральный запах. Все хорошо."
684264302;5;"Хороший тональный крем, подстраивается под цвет кожи"
684264302;5;"Дочка довольна, цвет подошёл"
684264302;1;"Цвет не соответствует действительности."
684264302;4;"Цена, консистенция, хорошо растушовывается, хорошо держится Тон - 01 очень светлый, больше консиллер напоминает На сухую кожу наносить предварительно увлажнив, иначе послы подсыхания тональный крем становится, как пудра толстым слоем"
684264302;5;"Красиво и легко ложится на кожу придавая натуральный цвет лица"
684264302;5;"Быстрая доставка 🙌🏻 Приятный запах😍 Нет Хорошо подстраивается под тон кожи, идеальное матовое покрытие 🤌🏻 за такую цену просто вау 🥰"
684264302;5;"Крем отличный. Расход экономный, не скатывается.Очень понравился, рекомендую к покупке"
684264302;5;"Цвет соответствует,ложится ровно, качество понравилось!"
684264302;4;"Не подошла, сильно стягивает лицо"
684264302;5;"Заказываю уже раз 5-6 Единственная пенка, которая мне так идеально подошла, хотя моя кожа очень привередлива. Очищает кожу «до скрипа», при этом не стягивает, не сушит. Такой чистой кожи без покраснений и прыщей у меня давно не было. Ну и цена просто сказала"
684264302;2;"Поставила всего две звёзды, так как пришел флакон весь в тональнике, протёк через крышку."
684264302;3;"Очень пахнет, но терпимо. На карточке товара тон заявлен светлее , чем придел на самом деле"
684264302;5;"Соответствует всем параметрам. Тональный крем ложится ровно, не стягивает кожу, не сушит, тон получается ровным, естественный. Мне понравился, рекомендую."
684264302;5;"Крем соответствует всем параметрам"
684264302;5;"Тон получается ровный и естественный,  экономичен, хватает две капельки на все лицо.Мне очень понравился,  рекомендую."
684264302;1;"Забил все поры и жестко осыпало лицо не могу ничем вылечить Ужасный дешевый тон лучше переплатить лицо все блестит и стало в прыщах больших была чистая кожа никому не рекомендую"
684264302;5;"Все нравится. Тон ложиться классно За свою цену хорош"
684264302;5;"Хорошо держится, не окисляется"
684264302;5;"Сыворотка понравилась. Отлично увлажняет кожу.  Хорошо впитывается .  Весь день кожа увлажненная, больше нет стянутости. Пользуюсь ей утром перед кремом. Приятно пахнет. Удобно наносить на лицо пипеткой"
684264302;5;"Девушки, пенка нежнейшая, не сушит кожу, не стягивает, кожа прям отдыхает после неë. Аромат лёгкий, ненавязчивый. Пользуюсь каждый день. Заказала ещё средства от этого продавца"
684264302;5;"Умывалка супер! Отлично смывает макияж. Приятная кремовая консистенция. Аромат лёгкий, ненавязчивый.  Кожа после умывания чистая и при этом не стянутая. Однозначно рекомендую к покупке"
684264302;5;"Тональный крем хорошо ложится, не скатывается в течение дня, очень понравился."
684264302;5;"Очень классный тональный крем за свои деньги, матовый эффект дает, спокойно наслаивается, перекрытие хорошее, есть дозатор удобный, единственное НО, как по мне желтоват (учитывая, что это 01 оттенок) рядом для сравнения консилер в 01 оттенке также от cosmos beauty, лично для меня, он менее желтый"
684264302;4;"Сил но в поры забивается Не сильно прям мутирует плотно. Но может кому то подойдёт"
684264302;1;"Текстура, новый дизайн Цвет, в отличие от заявленного белого тона, окислившейся цвет"
684264302;5;"Хорошо им пользоваться Минусов нет Хороший"
684264302;1;"много раз покупала, но в последний раз начал скатываться, дала шанс, пришёл более тёмного оттенка, будто 2 вместо 1"
684264302;2;"ложиться не плохо ужасно желтит. оттенок вообще не тот, какой на картинке"
684264302;5;"Хорош Нету Ложится идеально"
684264302;5;"Очень хороший тональный крем, ложиться хорошо, лицо не сушит Все отлично"
684264302;1;"Скатывается Очень желтит"
684264302;1;"Очень хороший,не скатывался целый день. Лег очень даже хорошо - Девочки берите🫠"
684264302;5;"Пока только на руке проверила, не плохо вроде бы ложится"
684264302;3;"Самый светлый оттенок очень темный и желтый"
684264302;2;"Не знаю кто оставлял хорошие комментарии,ужасный тональный крем, всё скатывается ,не тушуется"
684264302;5;"Хороший качественный крем. Не делить. Ложится ровно. Рекомендую к покупке"
684264302;3;"Тон, консистенция, укрывистость Дозатор сломан"
684264302;5;"Очень классная тоналка"
684264302;5;"Очень хорошая сыворотка ,увлажнение 100% рекомендую"
684264302;5;"Хороший тональный крем Не скатывается"
684264302;5;"Отличная, недорогая тоналка. 100% перекрытие!"
684264302;5;"Спасибо, крем отличный, хорошо ложится, не мажет одежду!"
684264302;5;"Купила первый раз, текстура очень понравилась. Наносится хорошо, главное в течении дня не скатывается"
684264302;5;"Все Ровный тон, удобно использовать"
684264302;5;"тон очень плотный, хорошо ложится, мне очень понравился!! советую!! -"
684264302;5;"Текстура. Ложится ровным слоем, несовершенства перекрывает Не нашла минусы Отличный тональный крем. Оттенок подошел к моей светлой коже. Бюджетный вариант, который заменит дорогостоящие тональные крема."
684264302;5;"Тональный матовый крем супер , понравился и очень удобный дозатор"
684264302;5;"Хороший тональный крем ! Лёгкая текстура ...держится долго"
684264302;5;"Тональный крем мне очень понравился Минусов нет Ложиться хорошо, приятный, хорошо маскирует, но при этом его практически не видно"
684264302;5;"Тональный крем понравился,даёт естественный тон, и что хорошо для меня,почти не отпечатывается 🔥"
684264302;5;"Всё Всё хорошо Приятная текстура. Не окисляется. Цвет подошёл идеально. Пользуюсь вместе с пудрой этого же бренда. Всё нравится."
684264302;5;"Матовый, приятный в распределение Пока не заметила"
684264302;5;"Тара стекло, текстура приятная, ложиться ровно, нет липкости после нанесения, следы не оставляет. Без защиты от УФ"
684264302;3;"Густая очень больше на крем похожа, мне не зашла"
684264302;1;"Очень сильно окислился, очень недовольна, поэтому выбрасываю, он прям красный на лице"
684264302;5;"Плотный, легко тушуется Очень хороший товар! Брать обязательно"
684264302;5;"Крем отличный Все хорошо Девочки берите ,не пожалеете."
684264302;1;"Плохая,запах отвратный ,появилась прыщи ,шелушения"
684264302;5;"Отличный тональник, позьзуюсь давно, спасибо."
684264302;5;"Платный матовый Хороший тональник , держится в течении дня , не даёт лишнюю жирность коже"
684264302;5;"Прекрасный тональный крем"
684264302;5;"Понравилась текстура , очень нежный и приятный запах У сожалению протекает , неудобно"
684264302;1;"Заказала 2 почему доставили только одна взяли деньги за 2"
684264302;5;"Очень хорошо очищает, спасибо 🙏🏻"
684264302;5;"Хорошая легкая тональка. Прикрывает плохо пигменты. Под ним нужно использовать хороший увлажнитель или праймер, а то вечером забывается в все поры и морщинки Плохо прикрывает"
684264302;5;"Неплохой тональный. Стоимость отличная. Брала слоновую кость оттенок Все так"
684264302;5;"Тональный крем очень понравился.Не сушит кожу. Буду еще заказывать это мое то что хотела. Рекомендую Супер тональный крем."
684264302;5;"Очень хороший тональный крем бюджетный хорошо держится скрывает все недостатки"
684264302;5;"очень классно перекрывает чучуть тёмный для 2 оттенка перекрывает шикарно советую"
684264302;5;"Тональный не плохой. Плотный. Цвет вроде подходит. В течении дня не скатывается."
684264302;5;"Стойкий . Нежная текстура , понравился беру не первый раз"
684264302;5;"Сыворотка хорошая ,приятный запах Нет Рекомендую"
684264302;5;"Умывашка хорошо очищает кожу Нет Понравилась"
684264302;2;"пахнет нормально желтый"
684264302;5;"Очень хорошее качество, наносила только 1раз в течение дня смотрелся на коже неплохо"
684264302;1;"Совершенно не тот оттенок, как заявляет продавец"
684264302;3;"Цвет слишком светлый. Не подошёл."
684264302;5;"Хороший тональный крем, ложится отлично"
684264302;5;"Прекрасный бюджетный тональный крем, поры не закупоривает, легкий. Вообще не люблю тональные средства, но этот просто чудо. Спасибо!"
684264302;5;"Пришел в заводской коробке быстро. Консистенция средняя, запах приятный, через минуту после нанесения к коже не липнет. Мне понравился, буду использовать как базу под макияж"
684264302;5;"Не сушет кожу  наносить удобно весь день отходила все норм! Заказала ещё  в другом тоне!"
684264302;5;"Классный тональный крем"
684264302;5;"Хорошо ложится, цвет супер👍 Минусов нет"
684264302;5;"По такой цене , находка моя. Повезло 🤗"
684264302;5;"Очень хороший тональный крем бюджетный хорошо держится скрывает все недостатки 👍 рекомендую продавца спасибо большое"
684264302;5;"Отличная текстура, матовость, нет блеска, ровный тон"
684264302;5;"Тональный крем понравился, хорошо ложится, скрывает несовершенства кожи"
684264302;5;"Отличный, пришел быстро"
684264302;4;"Ложится плотно, консистенция хорошая, немного окисляется при нанесении на кожу, не прям оранжевый, но чуть-чуть желтит"
684264302;1;"Пришел жёлтого цвета"
684264302;5;"Хорошая текстура. На лето само то ❤️‍🔥"
684264302;5;"Хороший тональный крем, плотный. Оттенок 02.Ложится ровно. Мне не подошёл цвет. Темноват."
684264302;4;"удобная упаковка, не ощущается на лице желтоват"
684264302;1;"Воняет ,и по консистенции не пенится"
684264302;5;"Очень хорошая тональналка советую Не желтит, ложиться ровно"
684264302;4;"Для светлой кожи темноват"
684264302;5;"Текстура приятная очень легко наносится и не плешивит"
684264302;5;"Отличная текстура и тон. Спасибо продавцу,быстрая доставка всё в целости и сохранности."
684264302;5;"Отличный товар за такие деньги ! Спасибо"
684264302;5;"01 оттенок не оправдал ожидания, желтит каким то банановым оттенком, для моей светлой кожи не подошел но ложится хорошо перекрывает недочеты!"
684264302;5;"на лице пока не пробовала, но на руку нанесла, оттенок идеальный, перекрывает хорошо, беру первый раз, но думаю не последний, увлажняет супер, я довольна, спасибо продавцу🥰🥰 минус нет советую"
684264302;5;"тон офигенный, ложится идеально, с макияж просто улёт, уудобно наноситься и не дорого на коже, с пудрой, держится лучше всего"
684264302;3;"Ложиться аккуратно, не подчеркивает шелушения Тон рыжий, для светлой кожи вообще не подходит"
684264302;5;"Хорошая не сушит кожу"
684264302;5;"Всё Идеально подошел тон Все нравится"
684264302;5;"Отличный тональный крем,не делить,наносится хорошо, матирует кожу! Мне понравился и тон и сама текстура. Покупкой довольна, рекомендую! Спасибо большое за товар!"
684264302;5;"Я перепробовала кучу тональников, ни один не подошел, это самый лучший, хорошо перекрывает"
684264302;5;"Очень мягко очищает и не сушит кожу. После умывания ощущение свежести и комфорта, кожа выглядит более ухоженной."
684264302;5;"Ложится приятно и быстро распределяется по коже. После применения кожа выглядит более гладкой и ухоженной."
684264302;5;"Хороший тональный крем Все отлично 👍🏻"
684264302;4;"пришел целый, красиво лежит на коже. 02-оранжевый, 01-желтоват. в целом нормально."
684264302;5;"Тон хорошо держится в течение дня, не окисляется и не скатывается. Беру уже в четвертый раз. Хватает на долго"
684264302;4;"Тарелка хорошая немного по цвету не подошёл а так все отлично"
684264302;5;"Легко наносить, ровный тон Неплохой товар за такую сумму. Рекомендую."
684264302;5;"Качество не плохое, упаковка,  доставка, все на высшем уровне. К сожалению,  для меня тон 01 темноват. Придётся подарить."
684264302;5;"Хороший тональный крем,для меня оказался немного темноват тон"
684264302;5;"Понравилось всё очень хороший 👍"
684264302;5;"Тональник хорошо выравнивает тон лица."
684264302;5;"Хорошо маскирует недостатки кожи, не блестит"
684264302;5;"хорошо мне понравилось 🥰"
684264302;5;"Крем понравился, ложится ровно,  не жирный"
684264302;5;"Хороший Немного желтит"
684264302;5;"Преодбрела в первый раз пока понравилось и цена хорошая Рекомендую 👍"
684264302;5;"Хороший крем эффективный рекомендую"
684264302;3;"Цвет не бежевый, желтый оттенок. Наносится тоже не ах. Больше заказывать именно этот не буду."
684264302;5;"Понравилось, экономный"
684264302;5;"Ложится плотным слоем"
684264302;5;"Хорошая сыворотка. Кожа мягкая, не сушит, поры стали намного меньше, блеска жирного нет"
684264302;5;"Хорошо очищает, кожа после очищения мягкая и чистая, как после маски. За такую цену вообще подарок"
684264302;5;"Покупала вместе с сывороткой, все шикарно эффект на глаз"
684264302;5;"все отлично сыворотка бомба, выравнивает тон"
684264302;5;"Пенка отлично справляется со своей задачей, смывает макияж до скрипа. Хорошо пенится-супер!"
684264302;5;"Пенка очень понравилась,очень мягкая,легко смывается,кожа нежная после нее!"
684264302;1;"не выдна какбудто увлажнаюший похож"
684264302;5;"Крем пудру взяла,упаковка не нарушена,цвет 👌"
684264302;5;"Хороший тональный крем,пришел быстро Немного желтит В целом супер,но я смешиваю с другим тоном чтобы ложился хорошо,а так класс"
684264302;5;"Приятная пенка, не сушит кожу. Довольно хорошо смывает макияж, но тушь лучше смывать отдельно"
684264302;4;"Это не светло-бежевый. Цвето этого тонального крема намного темнее указанного в описании. Тем, у кого сильно светлая кожа, он точно не подходит"
684264302;5;"Ложится легко,хорошо матирует"
684264302;2;"Вообще оранжевый какой то"
684264302;3;"Цена Цвет тона не светло бежевый, а желтый. Видно границу желтого тона со своим светлым тоном кожи. Не рекомендую."
684264302;5;"Низкая цена. Желтоватый оттенок"
684264302;5;"Крем хороший. Матовый. Хорошо маскирует"
684264302;5;"Вроде бы неплохой 👍"
684264302;5;"Хорошо ложится , не липнет очень понравился Нет Пробовала много тональников этот прям очень понравился"
684264302;5;"Отличная текстура, не плотный, сильные покраснения не перекроет, подошёл к моей чувствительной кожи"
684264302;4;"Кайфовая тоналка,прикрывает все достатки,не шелушится Но есть и недостатки,сам оттенок оранжевый,не знаю для кого как,но это не очень красиво выглядит( #бомба"
684264302;2;"Упаковка , все целое Не подошел от слова совсем , ужасно ложится , и цвет будто желтый на лице"
684264302;2;"Не понравилась . рыжиной отдает"
684264302;4;"Все хорошо, но очень плотный ... Трудновато  равномерно нанести"
684264302;3;"Тональный крем хороший, не скатывается, матовый финиш. Оттенок под номер 02-окисляется и «желтит» кожу… Для светлого типа кажи подойдет оттенок 01!"
684264302;5;"Отличный крем, всё хорошо, спасибо"
684264302;5;"Хорошая тоналка, взяла уже 2 раз"
684264302;5;"Тональный крем, хороший, советую, не скатывается Очень хороший товар"
684264302;2;"Глаза ципит, такое ощущение что умываюсь обычным мылом"
684264302;5;"Текстура очень воздушная, не скомкивпется."
684264302;4;"Плотный тон, не окисляется. Удобный флакон с дозатором. Скатывается под глазами, через несколько часов после нанесения может подсушивать кожу Светло-бежевый с жёлтым подтоном, обладательницам холодного оттенка кожи нужно обратить на это внимание"
684264302;5;"Очень хорошо наносится👍"
684264302;5;"Беру 2 раз, очень понравилась как наносится, как лежит, не скатывается, еще и по скидки)"
684264302;1;"Скатывается, желтит ужасно"
684264302;5;"Хороший тональный крем, мне понравился -"
684264302;5;"Отличный тональный крем😍😍😍"
684264302;4;"Плотная текстура, но перекрывает средне Скатывается Пока что пользуюсь несколько дней. В отличие от моего предыдущего тона, этот скатывается быстрее"
684264302;5;"Всё отлично,тон в норме Упаковано отлично"
684264302;3;"Быстро закончилась, как будто был не полный флакон"
684264302;5;"классный классно, подошел, все супер!!🥰🥰🥰🥰🥰🥰"
684264302;5;"Понравился крем,ложиться на кожу ровно не скатывается."
684264302;5;"Крем ложится ровно, выравнивает цвет кожи."
684264302;1;"Крем плохого качества, цвет желтый какой то, ложится неровно, не пользуюсь, хотя до этого приходил нормальный."
684264302;5;"Очень хороший товар рекомендую Спасибо продавцу, беру уже второй раз рекомендую"
684264302;5;"За такую цену-подарок! Бюджетный, плотный, тональный крем. Запаха никакого нет, по цвету мне подошел"
684264302;3;"Хорошо увлажняет и кожа после неё бархатная Сыворотка пришла почти пустая,  хотя запечатана была очень даже хорошо"
684264302;5;"Держится долго скрывает прищи"
684264302;5;"Крем замечательный, беру не первый раз, рекомендую к покупке"
684264302;5;"Моя Любимка. Заказываю уже 4 раз . Просто прекрасно увлажняет , подготавливает кожу к макияжу. Даже мелкие прищики убирает . 🩵💦"
684264302;5;"Отличная пенка, мягко очищает, кожу не стягивает. Кожа после пенки мягкая, высыпаний не вызвала ."
684264302;2;"Красивая баночка Вообще не понравился тональный крем, светлый очень, прям ну не то для меня"
684264302;5;"Тон ложится ровно, покупала впервые, ну очень нравится, с цветом угадала."
684264302;5;"хорошее тональное средство, тон подошел!"
684264302;5;"классный тональник, реально подстраивается под цвет кожи"
684264302;5;"Классный,перекрывает все недостатки"
684264302;2;"Цвет оранжевый ! Вот и зачем он мне нужен ….почему нельзя вернуть если явно товар не соответствует!"
684264302;5;"Очень хорошо не блистит вообще Минусов нету Покупала сестра ей очень понравилось хочу заказать себе такой же"
684264302;5;"Решил сделать жене подарок и не прогадал — выбрал сыворотку MYMATE! У неё проблемная кожа, и она давно искала что-то действительно работающее. Сыворотка подошла идеально: воспаления стали меньше, кожа — ровнее и свежее. Очень рад, что угадал с выбором, и теперь это её любимое средство! 🎁✨"
684264302;5;"Наконец-то нашла свою идеальную сыворотку — MYMATE! У меня проблемная кожа, и это первое средство, которое действительно работает: воспаления уменьшаются, кожа становится ровнее и матовее, без раздражения и жирности❤️"
